title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type,text,is_geopolitical,is_financial,confidence_score_%
"Narrow markets, diverging fortunes: Large caps regain favour",BusinessLine,2026-02-25T10:53:50Z,Recent 3QFY26 earnings reviews present a nuanced landscape where multi-quarter high sales growth contrasts with softening profitability across various segments,Neutral,0.0,Low,False,Market Neutral | Hold Positions,,"Narrow markets, diverging fortunes: Large caps regain favour Recent 3QFY26 earnings reviews present a nuanced landscape where multi-quarter high sales growth contrasts with softening profitability across various segments",True,True,94.79
Yimutian (YMT) to Acquire Premium Camellia Oil Producer Jiufeng Agriculture in Major Strategic Pivot,Yahoo Entertainment,2026-02-25T10:46:32Z,"Yimutian Inc. (NASDAQ:YMT) is one of the best penny stocks under $1 to buy right now. On February 5, Yimutian Group entered into a preliminary agreement to...",Positive,0.0,Low,True,"Buy Equities, Banking, IT",,"Yimutian (YMT) to Acquire Premium Camellia Oil Producer Jiufeng Agriculture in Major Strategic Pivot Yimutian Inc. (NASDAQ:YMT) is one of the best penny stocks under $1 to buy right now. On February 5, Yimutian Group entered into a preliminary agreement to...",True,True,92.84
Trump’s tariffs got quashed by America's Supreme Court—but India’s position has strengthened,Livemint,2026-02-25T10:30:38Z,"A US Supreme Court setback to Donald Trump’s tariff policy has reshuffled the trade deck. New Delhi finds itself better armed now to finalize a deal that can best serve India’s interests, but it must play its cards well.",Positive,0.0,Low,False,"Buy Equities, Banking, IT",,"Trump’s tariffs got quashed by America's Supreme Court—but India’s position has strengthened A US Supreme Court setback to Donald Trump’s tariff policy has reshuffled the trade deck. New Delhi finds itself better armed now to finalize a deal that can best serve India’s interests, but it must play its cards well.",True,True,92.97
"Market Wrap: Sensex ends 50 pts higher, Nifty above 25,400 as bank stocks keep rally in check",The Times of India,2026-02-25T10:23:18Z,"At close, Sensex was up a little over 50 points at 82,276. This marks a fall of around 682 points from its intraday high of 82,958, which it had hit in the morning amid strong buying in IT stocks. Nifty 50 ended the session around 58 points higher at 25,482, …",Positive,0.0,Low,False,"Buy Equities, Banking, IT",,"Market Wrap: Sensex ends 50 pts higher, Nifty above 25,400 as bank stocks keep rally in check At close, Sensex was up a little over 50 points at 82,276. This marks a fall of around 682 points from its intraday high of 82,958, which it had hit in the morning amid strong buying in IT stocks. Nifty 50 ended the session around 58 points higher at 25,482, …",True,True,93.13
What to expect from the next round of U.S.-Iran talks as Trump threatens Tehran,CNBC,2026-02-25T10:23:07Z,"The upcoming talks come as the U.S. continues to build up military forces in the region and as Trump warns of ""bad things"" if Iran doesn't agree to a deal.",Negative,1.0,Medium,False,Hold Gold | Avoid High-Risk Equities,,"What to expect from the next round of U.S.-Iran talks as Trump threatens Tehran The upcoming talks come as the U.S. continues to build up military forces in the region and as Trump warns of ""bad things"" if Iran doesn't agree to a deal.",True,True,88.83
"UK and International Drafting International R&D Collaboration and Joint Venture Agreements Training Course: IP Ownership, Brexit's Impact, and Optimal Collaboration Structures (ONLINE: June 9, 2026)",GlobeNewswire,2026-02-25T10:12:00Z,"The main market opportunities lie in mastering R&D and joint venture agreements, with emphasis on IP ownership, Brexit's impact on competition law, and optimal collaboration structures. This enables strong partnerships, strategic international contracting, an…",Positive,0.0,Low,False,"Buy Equities, Banking, IT",,"UK and International Drafting International R&D Collaboration and Joint Venture Agreements Training Course: IP Ownership, Brexit's Impact, and Optimal Collaboration Structures (ONLINE: June 9, 2026) The main market opportunities lie in mastering R&D and joint venture agreements, with emphasis on IP ownership, Brexit's impact on competition law, and optimal collaboration structures. This enables strong partnerships, strategic international contracting, an…",True,True,92.92
FactChecking Trump’s State of the Union Address,FactCheck.org,2026-02-25T10:10:49Z,"In the first State of the Union Address of his second term, President Donald Trump proclaimed that ""our nation is back, bigger, better, richer and stronger than ever before."" But our review of his speech found that he distorted a number of facts about the sta…",Positive,0.0,Low,False,"Buy Equities, Banking, IT",,"FactChecking Trump’s State of the Union Address In the first State of the Union Address of his second term, President Donald Trump proclaimed that ""our nation is back, bigger, better, richer and stronger than ever before."" But our review of his speech found that he distorted a number of facts about the sta…",True,True,92.69
Washington warned Kiev after strikes on Russian port hit US-linked oil infrastructure – envoy,RT,2026-02-25T10:07:58Z,The Ukrainian ambassador to the US revealed that in November she was contacted about the attack Read Full Article at RT.com,Positive,1.0,Medium,True,Selective Equity Buy | Hold Gold,,Washington warned Kiev after strikes on Russian port hit US-linked oil infrastructure – envoy The Ukrainian ambassador to the US revealed that in November she was contacted about the attack Read Full Article at RT.com,True,True,86.73
ZENRG Services Acquires Versiv Solutions Assets,GlobeNewswire,2026-02-25T10:00:00Z,"ZENRG Services acquires Versiv Solutions assets, expanding ZENRG’s footprint and customer base in the lower 48 states and its capabilities....",Negative,0.0,Low,False,Hold Cash | Defensive Stocks,,"ZENRG Services Acquires Versiv Solutions Assets ZENRG Services acquires Versiv Solutions assets, expanding ZENRG’s footprint and customer base in the lower 48 states and its capabilities....",True,True,87.73
"‘Stop vacations, coffee and dates; save Rs 5 lakh first’: Internet divided over woman’s tough money advice",The Times of India,2026-02-25T09:52:58Z,"A viral video urges young people to prioritize saving at least Rs 5 lakh before indulging in comforts like shopping or vacations. The speaker emphasizes skill-building and increasing income, arguing that opportunities for financial growth are abundant. The ad…",Neutral,0.0,Low,False,Market Neutral | Hold Positions,,"‘Stop vacations, coffee and dates; save Rs 5 lakh first’: Internet divided over woman’s tough money advice A viral video urges young people to prioritize saving at least Rs 5 lakh before indulging in comforts like shopping or vacations. The speaker emphasizes skill-building and increasing income, arguing that opportunities for financial growth are abundant. The ad…",True,True,94.58
"Dewatering and Membrane Future Technology Research Report 2026: Mapping High, Medium, and Low-impact Innovations Across Advanced Filtration, Tailings Water Recovery, and Process-water Reuse.",GlobeNewswire,2026-02-25T09:48:00Z,"Innovations in dewatering and membrane technologies are transforming water management in mining and heavy industry into a core production enabler. Key opportunities lie in advanced filtration, tailings water recovery, and process-water reuse, addressing effic…",Neutral,0.0,Low,False,Market Neutral | Hold Positions,,"Dewatering and Membrane Future Technology Research Report 2026: Mapping High, Medium, and Low-impact Innovations Across Advanced Filtration, Tailings Water Recovery, and Process-water Reuse. Innovations in dewatering and membrane technologies are transforming water management in mining and heavy industry into a core production enabler. Key opportunities lie in advanced filtration, tailings water recovery, and process-water reuse, addressing effic…",True,True,94.93
"Read, watch President Trump's 2026 State of the Union address",CBS News,2026-02-25T09:44:00Z,"President Trump delivered his 2026 State of the Union address on Tuesday night, Feb. 24. Here is a transcript, prepared by The Associated Press.",Neutral,0.0,Low,False,Market Neutral | Hold Positions,,"Read, watch President Trump's 2026 State of the Union address President Trump delivered his 2026 State of the Union address on Tuesday night, Feb. 24. Here is a transcript, prepared by The Associated Press.",True,True,94.87
Russia and Iran slashing prices to China as oil piles up at sea,The Times of India,2026-02-25T09:32:34Z,"Russian and Iranian oil suppliers are slashing prices to attract Chinese buyers, as India cuts back on Russian crude imports and diverts more Russian barrels toward China. This surge in Russian supply is colliding with long-favored Iranian oil, triggering a d…",Neutral,1.0,Medium,True,Hold Gold | Avoid High-Risk Equities,,"Russia and Iran slashing prices to China as oil piles up at sea Russian and Iranian oil suppliers are slashing prices to attract Chinese buyers, as India cuts back on Russian crude imports and diverts more Russian barrels toward China. This surge in Russian supply is colliding with long-favored Iranian oil, triggering a d…",True,True,90.45
DAILY CURRENT AFFAIRS IAS | UPSC Prelims and Mains Exam – 25th February 2026,Iasbaba.com,2026-02-25T09:31:59Z,"Archives (PRELIMS  Focus) (MAINS Focus)  
The post DAILY CURRENT AFFAIRS IAS | UPSC Prelims and Mains Exam – 25th February 2026 appeared first on IASbaba.",Neutral,0.0,Low,False,Market Neutral | Hold Positions,,"DAILY CURRENT AFFAIRS IAS | UPSC Prelims and Mains Exam – 25th February 2026 Archives (PRELIMS  Focus) (MAINS Focus)  
The post DAILY CURRENT AFFAIRS IAS | UPSC Prelims and Mains Exam – 25th February 2026 appeared first on IASbaba.",True,True,94.82
"Déjà vu, the polls and Dendias, PASOK is back with Laliotis and Lambrou, eyes on Alexis, the VLCC war, the blockade of the Syros investment",Protothema.gr,2026-02-25T09:13:23Z,"///
The post Déjà vu, the polls and Dendias, PASOK is back with Laliotis and Lambrou, eyes on Alexis, the VLCC war, the blockade of the Syros investment appeared first on ProtoThema English.",Neutral,2.0,High,False,Buy Gold & Defence Stocks | Avoid Equities,,"Déjà vu, the polls and Dendias, PASOK is back with Laliotis and Lambrou, eyes on Alexis, the VLCC war, the blockade of the Syros investment ///
The post Déjà vu, the polls and Dendias, PASOK is back with Laliotis and Lambrou, eyes on Alexis, the VLCC war, the blockade of the Syros investment appeared first on ProtoThema English.",True,True,92.57
"Glencore Digital Transformation Strategy Analysis Report 2025: Accelerators, Innovation Programs, Incubators, ICT, Technology Initiatives, Partnerships, Investments, Acquisitions, Network Map",GlobeNewswire,2026-02-25T09:09:00Z,"Opportunities include Glencore's digital transformation and tech initiatives across diverse sectors like automotive, energy, and manufacturing, alongside global operations in key regions. Focus on partnerships, product innovations, and tech strategies bolster…",Neutral,0.0,Low,True,Market Neutral | Hold Positions,,"Glencore Digital Transformation Strategy Analysis Report 2025: Accelerators, Innovation Programs, Incubators, ICT, Technology Initiatives, Partnerships, Investments, Acquisitions, Network Map Opportunities include Glencore's digital transformation and tech initiatives across diverse sectors like automotive, energy, and manufacturing, alongside global operations in key regions. Focus on partnerships, product innovations, and tech strategies bolster…",True,True,94.87
"CVR Energy, Inc. (CVI) Balances Operational Changes with Market Opportunities",Yahoo Entertainment,2026-02-25T09:06:01Z,"CVR Energy, Inc. (NYSE:CVI) is among the best oil & gas refinery stocks to buy now. CVR Energy, Inc. (NYSE:CVI) reported its Q4 2025 results on February 18. ...",Positive,0.0,Low,True,"Buy Equities, Banking, IT",,"CVR Energy, Inc. (CVI) Balances Operational Changes with Market Opportunities CVR Energy, Inc. (NYSE:CVI) is among the best oil & gas refinery stocks to buy now. CVR Energy, Inc. (NYSE:CVI) reported its Q4 2025 results on February 18. ...",True,True,92.83
