title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type
Read Trump's 2026 State of the Union address,NPR,2026-02-25T06:07:40Z,Read President Trump's State of the Union delivered on Feb. 14.,Neutral,0.0,Low,False,Market Neutral | Hold Positions,
Energy price cap to fall in April but threat of war hangs over outlook,Sky.com,2026-02-25T06:00:00Z,"Sky's James Sillars writes that while some policy costs have been stripped from bills, we're still paying for them elsewhere at a time when we continue to rely on gas for our power and heating.",Neutral,1.0,Medium,True,Hold Gold | Avoid High-Risk Equities,
"Carbon capture pipelines can rupture, shooting plumes of asphyxiating gas into the atmosphere",Naturalnews.com,2026-02-25T06:00:00Z,"Imagine a network of massive pipes, wider than a person is tall, snaking through the quiet countryside and edging past towns. Their proposed cargo isn’t water or fuel, but carbon dioxide, captured from factories and pumped under the sea. Promoted as a vital w…",Neutral,0.0,Low,True,Market Neutral | Hold Positions,
Vopak reports record financial results for 2025 and announces shareholder distributions program of around EUR 1.7 billion through year-end 2030,GlobeNewswire,2026-02-25T06:00:00Z,"The Netherlands, 25 February 2026   Vopak reports record financial results for 2025 and announces shareholder distributions program of around EUR 1.7...",Neutral,0.0,Low,False,Market Neutral | Hold Positions,
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Western Wheel,2026-04-12 04:04:40,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump’s tax breaks for tips and overtime when filing state tax returns,Winnipeg Free Press,2026-04-12 04:04:40,What to know about Trump’s tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Town And Country Today,2026-04-12 04:04:40,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,The Hamilton Spectator,2026-04-12 04:04:40,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Rocky Mountain Outlook,2026-04-12 04:04:40,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,St. Albert News,2026-04-12 04:04:40,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Airdrie News,2026-04-12 04:04:40,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Lakeland News,2026-04-12 04:04:40,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump’s tax breaks for tips and overtime when filing state tax returns,Halifax Today,2026-04-12 04:04:40,What to know about Trump’s tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Few states have copied Trump's tax breaks for tips and overtime,Apnews,2026-04-12 04:03:22,Few states have copied Trump's tax breaks for tips and overtime,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
"Centre hikes export duty on diesel, ATF amid global oil tensions",Daijiworld,2026-04-12 04:09:54,"Centre hikes export duty on diesel, ATF amid global oil tensions",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Polls open in Hungary election with implications for Europe, Ukraine and beyond",Chronicle Online,2026-04-12 04:09:43,"Polls open in Hungary election with implications for Europe, Ukraine and beyond",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Polls open in Hungary election with implications for Europe, Ukraine and beyond",Jonesborosun.com,2026-04-12 04:09:43,"Polls open in Hungary election with implications for Europe, Ukraine and beyond",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Polls open in Hungary election with implications for Europe, Ukraine and beyond",Reflector,2026-04-12 04:09:43,"Polls open in Hungary election with implications for Europe, Ukraine and beyond",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Polls open in Hungary election with implications for Europe, Ukraine and beyond",Daily Journal,2026-04-12 04:09:43,"Polls open in Hungary election with implications for Europe, Ukraine and beyond",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
'Timing is not great' - concerns as eight weeks of work gets underway,Bridport & Lyme Regis News,2026-04-12 04:09:00,'Timing is not great' - concerns as eight weeks of work gets underway,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Venezuela's gold has a turbulent and lucrative history. Donald Trump now wants to cash in,Nzcity Personal,2026-04-12 04:06:58,Venezuela's gold has a turbulent and lucrative history. Donald Trump now wants to cash in,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Weekly Pairs In Focus 12Th To 17Th April 2026 (Charts),Menafn,2026-04-12 04:06:21,Weekly Pairs In Focus 12Th To 17Th April 2026 (Charts),Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Dollar To Naira Exchange Rate Today, April 12th, 2026",Naija News,2026-04-12 04:21:38,"Dollar To Naira Exchange Rate Today, April 12th, 2026",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"India Raises Windfall Tax On Fuel Exports Amid West Asia Tensions, Diesel Duty At ₹55.5/Litre & ATF At ₹42/Litre",The Free Press Journal,2026-04-12 04:18:50,"India Raises Windfall Tax On Fuel Exports Amid West Asia Tensions, Diesel Duty At ₹55.5/Litre & ATF At ₹42/Litre",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
The Latest: US Vice President Vance leaves Pakistan after talks with Iran end without agreement,Chronicle Online,2026-04-12 04:17:56,The Latest: US Vice President Vance leaves Pakistan after talks with Iran end without agreement,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Yankton Net,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Sioux City Journal News,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Kvue,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,12news,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,La Crosse Tribune,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Mankato Free Press,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Khou,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Lufkindailynews,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Beloit Daily News,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Albany Democrat-herald,2026-04-12 04:27:43,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Does it make sense to invest in gold?,Times Of Malta,2026-04-12 04:30:00,Does it make sense to invest in gold?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Sinn Féin to bring confidence motion against Government; Fuel protests standing down but Rosslare still blockaded; Cabinet to meet today,The Independent,2026-04-12 04:30:00,Sinn Féin to bring confidence motion against Government; Fuel protests standing down but Rosslare still blockaded; Cabinet to meet today,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
DVLA letters arriving demanding new £200 charge,Birmingham Live,2026-04-12 04:30:00,DVLA letters arriving demanding new £200 charge,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Beaumont Enterprise,2026-04-12 04:29:30,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Ct Insider,2026-04-12 04:29:30,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Yahoo! News,2026-04-12 04:28:21,What to know about Trump's tax breaks for tips and overtime when filing state tax returns,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
S&P 500 Faces 8% EPS Hit From Global Tariffs While Cardano (ADA) Builds Four Enterprise Catalysts,Openpr.com,2026-04-12 04:33:02,S&P 500 Faces 8% EPS Hit From Global Tariffs While Cardano (ADA) Builds Four Enterprise Catalysts,Neutral,,Medium,,Hold Gold | Avoid High-Risk Equities,live-feed
New NC schools data shows success sequence at work,Salisbury Post,2026-04-12 05:00:00,New NC schools data shows success sequence at work,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Business Bulletin: Hearthstone wins; Jackie Joyner-Kersee benefits; Capes Sokol celebrates,Stltoday,2026-04-12 05:00:00,Business Bulletin: Hearthstone wins; Jackie Joyner-Kersee benefits; Capes Sokol celebrates,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"‘As an Irish person speaking Norwegian, you can sound like a very sick dog’",The Irish Times,2026-04-12 05:00:00,"‘As an Irish person speaking Norwegian, you can sound like a very sick dog’",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
N.C. Transportation Museum gears up for Tractors and Trains,Salisbury Post,2026-04-12 05:00:00,N.C. Transportation Museum gears up for Tractors and Trains,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Where will diners park at downtown food hall?,Santa Fe New Mexican Homepage | Santa Fe New Mexic,2026-04-12 05:00:00,Where will diners park at downtown food hall?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Silver Price Today, April 12, 2026: White metal maintained gains? Check city-wise rates",Et Now,2026-04-12 04:59:21,"Silver Price Today, April 12, 2026: White metal maintained gains? Check city-wise rates",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Fuel Prices Today (April 12, 2026): Petrol, diesel hold steady in Delhi as crude ends turbulent week at monthly lows; peace talks continue",Et Now,2026-04-12 04:48:15,"Fuel Prices Today (April 12, 2026): Petrol, diesel hold steady in Delhi as crude ends turbulent week at monthly lows; peace talks continue",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
